label1;label2;label1_2;label2_2;sentence;filename;sentid
5-;;2-;;Voor mij persoonlijk ( en bij deze eerste lezing ) vond ik het einde ietwat minder en ook de liefdeshistorie vond ik in mineur eindigen .;output_part00192.sents.gz;78573_4.p.6.s.1
2;;;;In Vijand van de Russische staat beschrijft Bill Browder zijn heroïsche gevecht tegen het Poetin-regime .;output_part00178.sents.gz;61401_4.p.1.s.1
2;;;;Het verhaal begint met een onopgeloste moord , gepleegd in 2005 .;output_part00282.sents.gz;45994_4.p.2.s.1
;;;;‘ God sta mij bij want ik ben onschuldig ’ is geboren .;output_part00123.sents.gz;86897_4.p.5.s.4
5+;;1+;;Fyfield toont zich opnieuw een verfijnd stilist , die subtiliteit en sfeer tot haar belangrijkste wapens rekent .;output_part00247.sents.gz;50538_4.p.1.s.25
;;;;De lezer zal dan ook verrast zijn als hij te weten komt wat de kwartskwelling zal inhouden .;output_part00341.sents.gz;57846_4.p.1.s.6
5+;;;;Deel 4 van de Milleniumserie , onverwacht wel gehoopt maar niet verwacht dat het er zou komen .;output_part00221.sents.gz;65384_4.p.1.s.1
3-;;;;Arthur Ophof staat ook niet erg dicht bij de lezer .;output_part00090.sents.gz;85318_4.p.5.s.3
1+;;1+;;Van Effelterre geeft andermaal blijk over een fijne schrijfstijl te beschikken .;output_part00191.sents.gz;32372_4.p.4.s.1
;;;;Ondertussen probeert Håkan zijn eigen leven te vinden : rust en geborgenheid .;output_part00029.sents.gz;19039_4.p.8.s.8
;;;;“ … You’re a good , strong person with so much to give , but you hate yourself and it doesn’t make any sense .;output_part00240.sents.gz;47872_4.p.4.s.1
2;;;;Langzaam komt hij bij op de trampoline die staat opgesteld op het dakterras van zijn appartement , nog erg onder de invloed van alcohol en drugs .;output_part00294.sents.gz;38094_4.p.3.s.6
2-;;2-;;En als er een beetje vaart achter zit , heb ik niet het idee dat het plot echt ergens naar leidt .;output_part00060.sents.gz;12473_4.p.4.s.3
;;;;En wat doet het met mijn beleving wanneer dingen anders zijn dan dat ik gewend ben ?;output_part00289.sents.gz;80535_4.p.1.s.9
3;;;;Deze keer is een grote rol weggelegd voor Lynn Vos .;output_part00030.sents.gz;12015_4.p.1.s.8
5+;;;;‘ Het Palast der Republiek , rechts naast de Berliner Dom , beneemt mij de adem .;output_part00291.sents.gz;27208_4.p.2.s.1
1;;1-;;Het is de auteur vergeven dat hij er met de woordspeling niet altijd uit komt .;output_part00186.sents.gz;82492_4.p.1.s.15
3+;;1+;3+;Het bevat ook de nodige rustmomenten , die gebruikt worden om de karakters op te bouwen en de personages zijn dan ook sterk neergezet .;output_part00330.sents.gz;47202_4.p.1.s.33
2+;3+;5+;;Daardoor zit je heel snel in het verhaal en leef je ook mee met de personages .;output_part00213.sents.gz;34253_4.p.1.s.3
;;;;Als lezer word je af en toe wel op het verkeerde been gezet .;output_part00082.sents.gz;70331_4.p.2.s.3
5;;4;;Ze heeft zoals ze in het dankwoord aangeeft , hierbij hulp gekregen van een vriendin die werkzaam is als zedenrechercheur .;output_part00092.sents.gz;48990_4.p.3.s.2
1+;;4+;;Als liefhebber van fictie weet Cercas de lezer te verleiden met allerlei literaire technieken en de uitweidingen over de relatie tussen de waarheid en fictie zijn een welkome afwisseling in de soms lastige materie .;output_part00241.sents.gz;67353_4.p.4.s.4
;;1+;;Wie tijdens dezelfde periode op de middelbare school zat , zal de vele treffend beschreven details , herkennen .;output_part00318.sents.gz;29690_4.p.1.s.4
5+;;5+;;Dit debuut van Erik Valeur werd in Denemarken en bij uitbreiding Scandinavië overladen met prijzen , en ik kan me daar in vinden .;output_part00231.sents.gz;38049_4.p.1.s.9
;;;;Elk wit voorwerp dat komt opdagen verwijst ernaar .;output_part00314.sents.gz;34504_4.p.3.s.3
2;;;;Zodra de trein het station van Stockholm inrijdt , is het meisje spoorloos verdwenen .;output_part00237.sents.gz;40139_4.p.2.s.7
2;;;;Het verhaal van Menthol begint op Saint Lucia , een eiland in de Caribische Zee , waar het zwaar vertoeven is .;output_part00094.sents.gz;61285_4.p.1.s.1
2;;2;;Daarin is geen spoor te bekennen van de problemen waar de tieners in Gone mee worstelen , maar wordt er een nieuw onderwerp geïntroduceerd , namelijk de nanotechnologie .;output_part00132.sents.gz;71311_4.p.1.s.3
3;;;;Hij reist hiervoor naar Molenbeek naar zijn contactpersoon daar .;output_part00032.sents.gz;6467_4.p.1.s.6
2;;;;The Call vertelt het verhaal van Nessa , die in een dystopische versie van Ierland woont waar elke tiener op een gegeven moment opgeroepen wordt naar het land van de Sidhe .;output_part00347.sents.gz;27463_4.p.1.s.1
;;4;;In het begin moest ik erg wennen aan het idee dat het geen thriller was .;output_part00114.sents.gz;66663_4.p.6.s.7
5-;;;;Eens ik erin begonnen ben , ben ik voor een paar hoofdstukken vertrokken .;output_part00097.sents.gz;51958_4.p.7.s.2
5;;1;;Het boek is in meerdere delen geschreven , uit naam van Moira en uit naam van Finn .;output_part00266.sents.gz;37352_4.p.2.s.2
5+;;5+;;Ik vind dat het boek prettig vertaald is en je vindt dezelfde sfeer in het boek terug .;output_part00137.sents.gz;61332_4.p.1.s.5
5;;4;2;Dit boek is , net als 100 gelukkige dagen , eveneens een komische roman waarin het thema depressie wordt behandeld .;output_part00034.sents.gz;12947_4.p.1.s.4
3;;;;Amani besluit de dochter van de sultan , prinses Layla , te ontvoeren .;output_part00223.sents.gz;48732_4.p.1.s.13
;;;;Want die elementen zijn gedoemd te botsen .;output_part00341.sents.gz;47353_4.p.4.s.2
5+;;5+;;Je kunt hem gerust lezen als je de rest ook waardeert .;output_part00171.sents.gz;56965_4.p.1.s.5
3;2;;;Tijdens zijn verblijf blikt hij terug op zijn liefdesrelatie met Clio en hun zoektocht naar een verdwenen schilderij van Caravaggio .;output_part00043.sents.gz;211_4.p.2.s.2
3;;;;Het leven van Eva wordt steeds problematischer en zij ziet nauwelijks nog een uitweg om uit haar misère te komen .;output_part00167.sents.gz;30239_4.p.2.s.8
2-;5+;2-;5+;Het einde had wel wat spannender mogen zijn maar voor een debuut was het zeker het lezen waard .;output_part00300.sents.gz;75892_4.p.1.s.7
;;;;Denk hierbij aan samen spellen spelen , lezen bij een haardvuur of badderen bij kaarslicht .;output_part00162.sents.gz;71628_4.p.3.s.6
2;;;;Het leven van de Tsaren familie Romanov die nog altijd tot de verbeelding spreekt .;output_part00067.sents.gz;20881_4.p.5.s.3
2;;1-;;De puns zoals currensea hadden van mij weg mogen gelaten maar tis niet te storend .;output_part00375.sents.gz;42405_4.p.1.s.3
;;;;Daar ik leef volgens het motto : “ er komt op je pad wat er op moet komen en wat er niet op komt is niet voor je bestemd ” moest ik deze roman wel opnieuw lezen .;output_part00052.sents.gz;9301_4.p.1.s.4
2;;;;In het verhaal volgen we vooral Jelka en Oscar .;output_part00121.sents.gz;89003_4.p.1.s.6
3;;;;De dood van haar oudste zus , die zich heeft uitgehongerd en zo haar bestaan heeft uitgewist , was voor haar noodzaak om haar eigen verleden te ontrafelen .;output_part00313.sents.gz;49360_4.p.1.s.6
;;2+;;Spanning en actie troef , verweven in een ingenieus verhaal .;output_part00299.sents.gz;82020_4.p.3.s.3
2+;;2+;;Het laatste hoofdstuk heeft Eekhout gelukkig werkelijk bloedstollend weten te maken .;output_part00219.sents.gz;35524_4.p.7.s.1
2;;;;De roman begint met het vertrek van Christiaan van Weelen met zijn echtgenote Maria en dochtertje Julie naar ‘ De Nieuwe Wereld ’ , Amerika .;output_part00371.sents.gz;90879_4.p.3.s.1
;;;;Zonder iets af te doen aan de duistere kant van het verhaal , kunnen haar lezers toch rustig slapen die nacht .;output_part00200.sents.gz;74721_4.p.7.s.4
;;;;Tot in 2008 Duivelseed , het monsterverhaal van 700 pagina’s op de planken van de boekwinkels verscheen .;output_part00117.sents.gz;78824_4.p.1.s.4
;;5+;;Dat is een heel sterk punnt in deze thriller .;output_part00040.sents.gz;8209_4.p.1.s.25
2;;;;5+;output_part00185.sents.gz;55620_4.p.11.s.3
3;;;;4 Afgestudeerde jonge mensen vinden ondanks hun diploma geen job .;output_part00174.sents.gz;76544_4.p.1.s.1
;;;;Je hebt immers niet één verhaal en plot , je hebt niet één schrijfstijl waar je al dan niet van houdt .;output_part00106.sents.gz;31614_4.p.4.s.2
3;;;;Hij studeerde aan de juridische faculteit van de universiteit van Mississippi en werkte daarna nog tien jaar als jurist .;output_part00369.sents.gz;78155_4.p.2.s.14
5+;;5+;;Een erg leuke reeks en een must voor Laos-gangers .;output_part00206.sents.gz;58878_4.p.1.s.11
;;;;‘ Als hij ooit nog eens gevangen wordt genomen , dan kan hij zonder te slikken , te knipperen of te blozen de grootste leugens voor waar verkopen . ’;output_part00135.sents.gz;88118_4.p.7.s.1
2+;3+;2+;3+;Er zijn ogenblikken van uitstekende spanning en suspense maar ook de persoonlijke problemen en relaties van de personages in het boek zijn de moeite waard om te lezen .;output_part00172.sents.gz;50041_4.p.1.s.22
5+;;5+;;Een boek dat je alles even laat vergeten .;output_part00376.sents.gz;68059_4.p.1.s.1
2;;;;Deze liefde komt vooral tot uiting in de wijze waarop hij Ben schilderijen aan Rosa laat beschrijven .;output_part00345.sents.gz;45551_4.p.3.s.6
2+;;4+;;Het verhaal bevat van alles zoals humor , verbazing , en een prettig thriller gehalte .;output_part00296.sents.gz;60471_4.p.1.s.6
2+;;2+;;Zo krijgt de lezer zin in het verhaal , hij wil zelf mee nadenken over hoe het gaat aflopen , spanning tot en met !;output_part00202.sents.gz;84184_4.p.1.s.30
3;;;;Ze stapt in de bestelwagen van een vreemde jongeman .;output_part00237.sents.gz;37454_4.p.2.s.2
5+;;3+;;Neem je die moeite wel dan krijg je iets wat tegen een meesterwerk aanzit en zou je zomaar eens sympathie kunnen krijgen voor Joe , wat feitelijk natuurlijk een grote gangster is .;output_part00122.sents.gz;28293_4.p.2.s.5
2;;2;;En dat is de diversiteit van het verhaal : overgewicht hebben en anderen die daarop reageren .;output_part00051.sents.gz;6333_4.p.2.s.4
3;;;;Ooit had ze gedacht ' Er was een wereld waarin ik naadloos zou passen ' en die vindt zij nu in de gesprekken met haar huisgenoten Milan , Theo , Harm , Albert en hun vriend Jacco .;output_part00147.sents.gz;31510_4.p.2.s.7
2+;;2+;1+;Door op een natuurlijke wijze van een simpele moordzaak een ingewikkeld complot te maken , houdt hij zijn lezerspubliek op het puntje van de stoel .;output_part00198.sents.gz;87007_4.p.1.s.18
5+;;5+;;What if it's us is voor iedereen die van een emotionele rollercoaster houdt .;output_part00282.sents.gz;36634_4.p.6.s.1
5;;;;Dit boek is het derde deel in de Cormoran Strike reeks .;output_part00162.sents.gz;51595_4.p.1.s.1
2;;;;Eén van de meisjes , Tash , wordt dood gevonden vlakbij de plek van de dubbele moord .;output_part00037.sents.gz;14509_4.p.1.s.11
2+;;1+;;De beschrijving van de verwoestende stad , van het leed van de bevolking , van de ontberingen van de inwoners , van de handelingen van de gefrustreerde soldaten , van de drang naar overleven…grijpen je als lezer naar de strot .;output_part00288.sents.gz;41030_4.p.7.s.3
3;;;;De vader van de 7-jarige Poolse Anna wordt door de Duitsers opgepakt en de apotheker bij wie haar vader haar had achtergelaten wil/durft haar niet bij zich te houden .;output_part00034.sents.gz;18831_4.p.1.s.3
5+;;2+;5+;Een geëngageerde misdaadroman – nergens belerend - over actuele maatschappelijke thema’s .;output_part00172.sents.gz;32582_4.p.4.s.7
3;;;;Merle ziet haar schoonvader het liefst zo snel mogelijk in een verzorgingshuis , maar dan moeten wel eerst de financiën geregeld zijn .;output_part00206.sents.gz;81900_4.p.1.s.5
;;;;Ik hoop dat we in een volgend boek in ieder geval meer horen van Thiemo ( en P. ) : - );output_part00134.sents.gz;59387_4.p.11.s.3
3+;;5+;;Sterre is een geweldige criminal mastermind en ik hoop nog veel boeken van haar te kunnen lezen .;output_part00138.sents.gz;33107_4.p.9.s.1
5;;;;Superhelden.nl laat zich lezen als een film .;output_part00125.sents.gz;85698_4.p.1.s.38
5+;;5+;;Een prachtig boek , dat na het dichtslaan nog lang blijft nagloeien .;output_part00068.sents.gz;58260_4.p.10.s.9
;;;;O , vind me-Ik zal in het blauw zijn-Tussen hemel en zee-Daar waar het altijd nu is-En wij het eeuwige zijn-Stromend als een rivier ”;output_part00056.sents.gz;10817_4.p.1.s.7
;;;;Dit betekende weer een verandering in hun leven .;output_part00230.sents.gz;49700_4.p.1.s.9
2+;;1+;;De moorden zijn zoals we gewend zijn in de boeken van Arlidge , gruwelijk en levendig beschreven .;output_part00092.sents.gz;52266_4.p.5.s.6
;;4;;Op de flaptekst is te lezen waar Lara de 4 dagen is geweest , die ze zich niet kan herinneren .;output_part00363.sents.gz;52195_4.p.3.s.22
;;5+;;Tijdens de pauze op stage heb ik dit boek verslonden en at in 1 minuut even snel mijn boterham op ( want kruimels in mijn boek wil ik niet ! ) .;output_part00320.sents.gz;63545_4.p.5.s.3
2;;;;Langzaam maar zeker komt dan de vader Joost in het verhaal naar voren .;output_part00335.sents.gz;35788_4.p.1.s.10
2;;;;Die persoonlijke beschouwing wordt in kleine , nuchtere regeltjes geplaatst .;output_part00268.sents.gz;36490_4.p.8.s.3
2+;;1+;;John Flanagan weet altijd dat vleugje spanning aan zijn verhalen toe te voegen waardoor je maar door wilt blijven lezen .;output_part00382.sents.gz;55444_4.p.7.s.1
2+;3;1+;;Het verhaal wordt levendig verteld , je loopt mee met Maia en haar helper Floriano die schrijver en historicus is en wiens boek Maia aan het vertalen is .;output_part00049.sents.gz;19191_4.p.5.s.1
2+;;1+;2;De verhalen lezen vlot en het is alsof je er ter plekke bij bent , je leeft je in in de problematiek van de vluchtelingen maar ook in die van de achterblijvers .;output_part00354.sents.gz;70120_4.p.1.s.3
;;;;Het deed me denken aan de verhalen van mijn moeder en grootmoeder over dingen zoals palen met bruine zeep en andere spelen op de kermis , die nu al lang niet meer bestaan .;output_part00208.sents.gz;72897_4.p.1.s.5
;;;;Want vrouwen en mannen zijn eenmaal anders .;output_part00239.sents.gz;68041_4.p.4.s.7
3;;;;Dus vader grijpt meteen in , als hij ziet dat het de eerste keer misgaat .;output_part00070.sents.gz;56153_4.p.1.s.7
3;;;;Tot haar schrik ontdekt ze dat Thijs een relatie heeft met Roos .;output_part00071.sents.gz;90958_4.p.2.s.3
5+;;5+;;Maar het is zeker een boek waar ik mee aan de slag ga en nog vaak zal pakken .;output_part00251.sents.gz;60075_4.p.1.s.5
3;;;;Op een onbewaakt moment is Jesse opeens in één klap spoorloos verdwenen .;output_part00360.sents.gz;71454_4.p.1.s.2
;;;;Zeer waarschijnlijk wordt hier dus verder opin gegaan in het volgend deel .;output_part00295.sents.gz;56126_4.p.1.s.8
;;5+;;Het smaakt echter in ieder geval naar meer .;output_part00280.sents.gz;84104_4.p.1.s.11
5;;;;Daarnaast kenmerkt ook dit boek zich door ouderwets speurwerk .;output_part00048.sents.gz;1325_4.p.3.s.1
3;;;;Ik snap niet hoe ze alsnog naar Zara konden luisteren , ondanks de verdenkingen die ze over haar heen kreeg .;output_part00156.sents.gz;76182_5.p.5.s.3
2+;;1+;;De lezer volgt de tweeling overal , zelfs tot in de ziekenhuiskamer , maar Crossan kauwt de lezer niets voor en geeft deze heel wat ruimte om zelf in te vullen .;output_part00176.sents.gz;25763_5.p.5.s.2
;;;;Dan volgt de achtergrond van de operatie .;output_part00243.sents.gz;52108_5.p.1.s.11
2+;;;;Van het luchtigere begin wordt het een stuk heftiger en voel je mee met Lynn .;output_part00121.sents.gz;27459_5.p.5.s.6
2;;;;Echter alles speelt zich alleen in het hoofd van Victor af .;output_part00029.sents.gz;13119_5.p.1.s.14
2;;4+;;Elke foto is een waar kunst stukje waar het lijkt of er uren voor geposeerd is , maar de waarheid is anders wat we in de boeken kunnen lezen .;output_part00260.sents.gz;60428_5.p.3.s.2
5+;;2+;;"Juist dit gegeven maakt het boek heel echt ; de verhalen en emoties zijn echt , doorleefd , het is niet zomaar een roman .";output_part00348.sents.gz;89497_5.p.1.s.2
;;;;Ze kwamen terecht in een hel onder deplorabele omstandigheden .;output_part00160.sents.gz;42022_5.p.4.s.4
;;;;In 2005 volgde ‘ Amateur ’ en nu is er dus ‘ Vertrouwd voordelig ’ .;output_part00205.sents.gz;38321_5.p.2.s.2
2+;;;;Dit is het begin van een angstaanjagende zoektocht , waar je kippenvel van krijgt .;output_part00250.sents.gz;36352_5.p.3.s.4
3;;;;Madame Brulot is een gewiekste zakenvrouw , die haar scharreleieren duur verkoopt om er goedkopere eieren voor terug te kopen en het gezichtspoeder van mevrouw Gendron , de oudste gast , verwisselt voor aardappelmeel .;output_part00116.sents.gz;90636_5.p.1.s.7
3;;;;Alsof dat nog niet genoeg is krijgt ze ook nog af te rekenen met andere problemen .;output_part00195.sents.gz;32668_5.p.1.s.27
;;;;De moeilijkheden waar ze tegenaan liep , bijvoorbeeld : “ Hoe kan het dat anderen wel weten hoe ze zich moeten gedragen ? ”;output_part00325.sents.gz;32727_5.p.1.s.4
5+;;2+;;De boeken van Larsson komen traag op gang maar wanneer je eenmaal in het verhaal zit , kun je alleen nog ademloos verder lezen .;output_part00211.sents.gz;74184_5.p.9.s.1
5+;;5+;;Je zit op het puntje van je stoel omdat je absoluut niets wil missen .;output_part00200.sents.gz;35815_5.p.1.s.3
5+;;5+;;Wat een spannend en zeer leerzaam boek !!;output_part00092.sents.gz;72772_5.p.1.s.1
3;;;;Zij is een jonge violiste die de laatste wens van haar vader in vervulling wilt laten gaan namelijk de opleiding aan een prestigieuze muziekschool in New York volgen .;output_part00078.sents.gz;62131_5.p.1.s.7
2+;3+;3+;2+;Resumé : we hebben spanning , geweldige personages , maag omkerende situaties actie en moord .;output_part00298.sents.gz;41198_5.p.5.s.1
;;;;"They were pretty busy jumping out of the way . """;output_part00380.sents.gz;63665_5.p.2.s.9
2+;;1+;;Alles in deze door Mitchell getekende wereld is dus mistig , voorbijgaand en vluchtig , hoe prachtig beschreven vaak ook .;output_part00203.sents.gz;61938_5.p.4.s.1
2+;;1+;;Dankzij het feit dat het boek met veel kennis van zaken is samengesteld , raakt de lezer nooit de draad kwijt in alle Russische namen die voorbij komen .;output_part00231.sents.gz;62652_5.p.5.s.1
